Sample name	Cruise series	GEOTRACES section	Cruise ID	Cruise Station	Collection Date	Depth (m)	env_biome	env_feature	env_material	geo_loc_name	Latitude and Longitude	Bottle ID	NCBI BioProject	NCBI SRA Study	NCBI BioSample	NCBI SRA Accession	Total read pairs	NCBI SRA Accession for assembled metagenome contigs	Assembly method and version
S0222	GEOTRACES	GA02	JC057	5	2011-03-10T02:43:00	150	ocean_biome	ocean	water	Atlantic Ocean	42.364 S 44.0318 W	638285	PRJNA385854	SRP110813	SAMN07136691	SRR5788048	18166045	SRZ187414	metaSPAdes v3.9.0
S0223	GEOTRACES	GA02	JC057	6	2011-03-11T02:17:00	10	ocean_biome	ocean	water	Atlantic Ocean	39.9648 S 42.4232 W	636995	PRJNA385854	SRP110813	SAMN07136692	SRR5788047	27158330	SRZ187415	metaSPAdes v3.9.0
S0224	GEOTRACES	GA02	JC057	6	2011-03-11T02:17:00	50	ocean_biome	ocean	water	Atlantic Ocean	39.9648 S 42.4232 W	636989	PRJNA385854	SRP110813	SAMN07136693	SRR5788190	19325678	SRZ187416	metaSPAdes v3.9.0
S0225	GEOTRACES	GA02	JC057	6	2011-03-11T02:17:00	149	ocean_biome	ocean	water	Atlantic Ocean	39.9648 S 42.4232 W	636980	PRJNA385854	SRP110813	SAMN07136694	SRR5787992	34436503	SRZ187417	metaSPAdes v3.9.0
S0226	GEOTRACES	GA02	JC057	7	2011-03-12T01:56:00	9	ocean_biome	ocean	water	Atlantic Ocean	37.8305 S 41.1248 W	637139	PRJNA385854	SRP110813	SAMN07136695	SRR5787989	22895492	SRZ187418	metaSPAdes v3.9.0
S0227	GEOTRACES	GA02	JC057	7	2011-03-12T01:56:00	50	ocean_biome	ocean	water	Atlantic Ocean	37.8305 S 41.1248 W	637133	PRJNA385854	SRP110813	SAMN07136696	SRR5787990	18691363	SRZ187419	metaSPAdes v3.9.0
S0228	GEOTRACES	GA02	JC057	7	2011-03-12T01:56:00	148	ocean_biome	ocean	water	Atlantic Ocean	37.8305 S 41.1248 W	637124	PRJNA385854	SRP110813	SAMN07136697	SRR5788467	18234842	SRZ187420	metaSPAdes v3.9.0
S0229	GEOTRACES	GA02	JC057	8	2011-03-13T13:43:00	11	ocean_biome	ocean	water	Atlantic Ocean	35.0093 S 39.431 W	637418	PRJNA385854	SRP110813	SAMN07136698	SRR5788468	23750415	SRZ187421	metaSPAdes v3.9.0
S0231	GEOTRACES	GA03	KN199-4	7	2010-10-24T11:14:00	33.2	ocean_biome	ocean	water	Atlantic Ocean	24.00011 N 22.00011 W	841889	PRJNA385854	SRP110813	SAMN07136699	SRR5788465	37402264	SRZ187422	metaSPAdes v3.9.0
S0232	GEOTRACES	GA03	KN199-4	7	2010-10-24T11:14:00	57.7	ocean_biome	ocean	water	Atlantic Ocean	24.00011 N 22.00011 W	841892	PRJNA385854	SRP110813	SAMN07136700	SRR5788466	22328431	SRZ187423	metaSPAdes v3.9.0
S0233	GEOTRACES	GA03	KN199-4	7	2010-10-24T11:14:00	72.9	ocean_biome	ocean	water	Atlantic Ocean	24.00011 N 22.00011 W	841895	PRJNA385854	SRP110813	SAMN07136701	SRR5788463	17924691	SRZ187424	metaSPAdes v3.9.0
S0234	GEOTRACES	GA03	KN199-4	7	2010-10-24T11:14:00	151.8	ocean_biome	ocean	water	Atlantic Ocean	24.00011 N 22.00011 W	841898	PRJNA385854	SRP110813	SAMN07136702	SRR5788464	19340187	SRZ187425	metaSPAdes v3.9.0
S0235	GEOTRACES	GA03	KN199-4	7	2010-10-24T11:14:00	201.1	ocean_biome	ocean	water	Atlantic Ocean	24.00011 N 22.00011 W	841901	PRJNA385854	SRP110813	SAMN07136703	SRR5788338	18637764	SRZ187426	metaSPAdes v3.9.0
S0236	GEOTRACES	GA03	KN199-4	7	2010-10-24T11:14:00	349	ocean_biome	ocean	water	Atlantic Ocean	24.00011 N 22.00011 W	841904	PRJNA385854	SRP110813	SAMN07136704	SRR5788337	20019777	SRZ187427	metaSPAdes v3.9.0
S0237	GEOTRACES	GA03	KN199-4	7	2010-10-24T09:46:00	2	ocean_biome	ocean	water	Atlantic Ocean	24 N 22.0001 W	853052	PRJNA385854	SRP110813	SAMN07136705	SRR5788336	27875862	SRZ187428	metaSPAdes v3.9.0
S0238	GEOTRACES	GA03	KN199-4	10	2010-10-30T03:06:00	51.8	ocean_biome	ocean	water	Atlantic Ocean	17.35162 N 20.81672 W	842069	PRJNA385854	SRP110813	SAMN07136706	SRR5788335	23482108	SRZ187429	metaSPAdes v3.9.0
S0239	GEOTRACES	GA03	KN199-4	10	2010-10-30T03:06:00	86.6	ocean_biome	ocean	water	Atlantic Ocean	17.35162 N 20.81672 W	842072	PRJNA385854	SRP110813	SAMN07136707	SRR5788342	30959166	SRZ187430	metaSPAdes v3.9.0
S0240	GEOTRACES	GA03	KN199-4	10	2010-10-30T03:06:00	101	ocean_biome	ocean	water	Atlantic Ocean	17.35162 N 20.81672 W	842075	PRJNA385854	SRP110813	SAMN07136708	SRR5788341	41247247	SRZ187431	metaSPAdes v3.9.0
S0241	GEOTRACES	GA03	KN199-4	10	2010-10-30T03:06:00	140.7	ocean_biome	ocean	water	Atlantic Ocean	17.35162 N 20.81672 W	842078	PRJNA385854	SRP110813	SAMN07136709	SRR5788340	20753177	SRZ187432	metaSPAdes v3.9.0
S0242	GEOTRACES	GA03	KN199-4	10	2010-10-30T03:06:00	185	ocean_biome	ocean	water	Atlantic Ocean	17.35162 N 20.81672 W	842081	PRJNA385854	SRP110813	SAMN07136710	SRR5788339	26443918	SRZ187433	metaSPAdes v3.9.0
S0243	GEOTRACES	GA03	KN199-4	10	2010-10-30T00:58:00	2	ocean_biome	ocean	water	Atlantic Ocean	17.3487 N 20.7835 W	853163	PRJNA385854	SRP110813	SAMN07136711	SRR5788344	39074236	SRZ187434	metaSPAdes v3.9.0
S0244	GEOTRACES	GA03	KN199-4	12	2010-11-02T09:05:00	31.8	ocean_biome	ocean	water	Atlantic Ocean	17.39978 N 24.4998 W	842801	PRJNA385854	SRP110813	SAMN07136712	SRR5788343	41023797	SRZ187435	metaSPAdes v3.9.0
S0245	GEOTRACES	GA03	KN199-4	12	2010-11-02T09:05:00	50.4	ocean_biome	ocean	water	Atlantic Ocean	17.39978 N 24.4998 W	842804	PRJNA385854	SRP110813	SAMN07136713	SRR5788172	22851056	SRZ187436	metaSPAdes v3.9.0
S0246	GEOTRACES	GA03	KN199-4	12	2010-11-02T09:05:00	71.9	ocean_biome	ocean	water	Atlantic Ocean	17.39978 N 24.4998 W	842807	PRJNA385854	SRP110813	SAMN07136714	SRR5788173	21782561	SRZ187437	metaSPAdes v3.9.0
S0247	GEOTRACES	GA03	KN199-4	12	2010-11-02T09:05:00	91.6	ocean_biome	ocean	water	Atlantic Ocean	17.39978 N 24.4998 W	842810	PRJNA385854	SRP110813	SAMN07136715	SRR5788174	24677667	SRZ187438	metaSPAdes v3.9.0
S0248	GEOTRACES	GA03	KN199-4	12	2010-11-02T09:05:00	136.5	ocean_biome	ocean	water	Atlantic Ocean	17.39978 N 24.4998 W	842813	PRJNA385854	SRP110813	SAMN07136716	SRR5788175	21813258	SRZ187439	metaSPAdes v3.9.0
S0249	GEOTRACES	GA03	KN199-4	12	2010-11-02T09:05:00	185.4	ocean_biome	ocean	water	Atlantic Ocean	17.39978 N 24.4998 W	842816	PRJNA385854	SRP110813	SAMN07136717	SRR5788168	21576284	SRZ187440	metaSPAdes v3.9.0
S0250	GEOTRACES	GA03	KN199-4	12	2010-11-02T07:57:00	2	ocean_biome	ocean	water	Atlantic Ocean	17.4 N 24.4998 W	853064	PRJNA385854	SRP110813	SAMN07136718	SRR5788169	22125940	SRZ187441	metaSPAdes v3.9.0
S0252	GEOTRACES	GP13	TAN1109	GT14	2011-06-17T01:54:00	101	ocean_biome	ocean	water	Pacific Ocean	32.46367 S 159.01933 W	1155512	PRJNA385854	SRP110813	SAMN07136719	SRR5788170	21390525	SRZ187442	metaSPAdes v3.9.0
S0253	GEOTRACES	GP13	TAN1109	GT15	2011-06-17T14:06:00	14	ocean_biome	ocean	water	Pacific Ocean	32.495 S 157.9945 W	1155698	PRJNA385854	SRP110813	SAMN07136720	SRR5788171	31801807	SRZ187443	metaSPAdes v3.9.0
S0254	GEOTRACES	GP13	TAN1109	GT15	2011-06-17T14:06:00	31	ocean_biome	ocean	water	Pacific Ocean	32.495 S 157.9945 W	1155674	PRJNA385854	SRP110813	SAMN07136721	SRR5788176	27682186	SRZ187444	metaSPAdes v3.9.0
S0255	GEOTRACES	GP13	TAN1109	GT15	2011-06-17T14:06:00	51	ocean_biome	ocean	water	Pacific Ocean	32.495 S 157.9945 W	1155668	PRJNA385854	SRP110813	SAMN07136722	SRR5788177	20325731	SRZ187445	metaSPAdes v3.9.0
S0256	GEOTRACES	GP13	TAN1109	GT15	2011-06-17T14:06:00	76	ocean_biome	ocean	water	Pacific Ocean	32.495 S 157.9945 W	1155662	PRJNA385854	SRP110813	SAMN07136723	SRR5788149	25464364	SRZ187446	metaSPAdes v3.9.0
S0257	GEOTRACES	GP13	TAN1109	GT15	2011-06-17T14:06:00	100	ocean_biome	ocean	water	Pacific Ocean	32.495 S 157.9945 W	1155656	PRJNA385854	SRP110813	SAMN07136724	SRR5788148	28544146	SRZ187447	metaSPAdes v3.9.0
S0258	GEOTRACES	GP13	TAN1109	GT15	2011-06-17T14:06:00	202	ocean_biome	ocean	water	Pacific Ocean	32.495 S 157.9945 W	1155638	PRJNA385854	SRP110813	SAMN07136725	SRR5788151	24710896	SRZ187448	metaSPAdes v3.9.0
S0259	GEOTRACES	GP13	TAN1109	GT15	2011-06-17T20:11:00	1008	ocean_biome	ocean	water	Pacific Ocean	32.5125 S 158.028 W	1155833	PRJNA385854	SRP110813	SAMN07136726	SRR5788150	18318834	SRZ187449	metaSPAdes v3.9.0
S0260	GEOTRACES	GP13	TAN1109	GT15	2011-06-17T20:11:00	5601	ocean_biome	ocean	water	Pacific Ocean	32.5125 S 158.028 W	1155776	PRJNA385854	SRP110813	SAMN07136727	SRR5788153	25320424	SRZ187450	metaSPAdes v3.9.0
S0261	GEOTRACES	GP13	TAN1109	GT16	2011-06-18T10:34:00	15	ocean_biome	ocean	water	Pacific Ocean	32.494 S 157.00883 W	1155905	PRJNA385854	SRP110813	SAMN07136728	SRR5788152	27186550	SRZ187451	metaSPAdes v3.9.0
S0262	GEOTRACES	GP13	TAN1109	GT16	2011-06-18T10:34:00	30	ocean_biome	ocean	water	Pacific Ocean	32.494 S 157.00883 W	1155878	PRJNA385854	SRP110813	SAMN07136729	SRR5788155	28456586	SRZ187452	metaSPAdes v3.9.0
S0263	GEOTRACES	GP13	SS2011	7	2011-05-17T19:55:38	15.5	ocean_biome	ocean	water	Pacific Ocean	29.9999 S 159 E	1223669	PRJNA385854	SRP110813	SAMN07136730	SRR5788154	32873273	SRZ187453	metaSPAdes v3.9.0
S0264	GEOTRACES	GP13	SS2011	7	2011-05-17T19:55:38	30	ocean_biome	ocean	water	Pacific Ocean	29.9999 S 159 E	1223666	PRJNA385854	SRP110813	SAMN07136731	SRR5788157	29833436	SRZ187454	metaSPAdes v3.9.0
S0265	GEOTRACES	GP13	SS2011	7	2011-05-17T19:55:38	50.6	ocean_biome	ocean	water	Pacific Ocean	29.9999 S 159 E	1223663	PRJNA385854	SRP110813	SAMN07136732	SRR5788156	23120115	SRZ187455	metaSPAdes v3.9.0
S0266	GEOTRACES	GP13	SS2011	7	2011-05-17T19:55:38	78	ocean_biome	ocean	water	Pacific Ocean	29.9999 S 159 E	1222871	PRJNA385854	SRP110813	SAMN07136733	SRR5788039	26592876	SRZ187456	metaSPAdes v3.9.0
S0267	GEOTRACES	GP13	SS2011	7	2011-05-17T19:55:38	101	ocean_biome	ocean	water	Pacific Ocean	29.9999 S 159 E	1223687	PRJNA385854	SRP110813	SAMN07136734	SRR5788040	28032741	SRZ187457	metaSPAdes v3.9.0
S0268	GEOTRACES	GP13	SS2011	11	2011-05-19T15:42:38	16.1	ocean_biome	ocean	water	Pacific Ocean	30.0006 S 162.998 E	1223804	PRJNA385854	SRP110813	SAMN07136735	SRR5788037	22009497	SRZ187458	metaSPAdes v3.9.0
S0269	GEOTRACES	GP13	SS2011	11	2011-05-19T15:42:38	29.9	ocean_biome	ocean	water	Pacific Ocean	30.0006 S 162.998 E	1223798	PRJNA385854	SRP110813	SAMN07136736	SRR5788038	31907021	SRZ187459	metaSPAdes v3.9.0
S0270	GEOTRACES	GP13	SS2011	11	2011-05-19T15:42:38	51.3	ocean_biome	ocean	water	Pacific Ocean	30.0006 S 162.998 E	1223792	PRJNA385854	SRP110813	SAMN07136737	SRR5788043	28012015	SRZ187460	metaSPAdes v3.9.0
S0271	GEOTRACES	GP13	SS2011	11	2011-05-19T15:42:38	74	ocean_biome	ocean	water	Pacific Ocean	30.0006 S 162.998 E	1223834	PRJNA385854	SRP110813	SAMN07136738	SRR5788044	28695563	SRZ187461	metaSPAdes v3.9.0
S0272	GEOTRACES	GP13	SS2011	11	2011-05-19T15:42:38	100.8	ocean_biome	ocean	water	Pacific Ocean	30.0006 S 162.998 E	1223831	PRJNA385854	SRP110813	SAMN07136739	SRR5788041	16979826	SRZ187462	metaSPAdes v3.9.0
S0273	GEOTRACES	GP13	SS2011	15	2011-05-21T16:06:42	13.8	ocean_biome	ocean	water	Pacific Ocean	30 S 166.987 E	1223984	PRJNA385854	SRP110813	SAMN07136740	SRR5788042	17796661	SRZ187463	metaSPAdes v3.9.0
S0274	GEOTRACES	GP13	SS2011	15	2011-05-21T16:06:42	30.8	ocean_biome	ocean	water	Pacific Ocean	30 S 166.987 E	1223981	PRJNA385854	SRP110813	SAMN07136741	SRR5788045	17218320	SRZ187464	metaSPAdes v3.9.0
S0275	GEOTRACES	GP13	SS2011	15	2011-05-21T16:06:42	51.1	ocean_biome	ocean	water	Pacific Ocean	30 S 166.987 E	1223978	PRJNA385854	SRP110813	SAMN07136742	SRR5788046	15195243	SRZ187465	metaSPAdes v3.9.0
S0276	GEOTRACES	GP13	SS2011	15	2011-05-21T16:06:42	74.8	ocean_biome	ocean	water	Pacific Ocean	30 S 166.987 E	1224011	PRJNA385854	SRP110813	SAMN07136743	SRR5788403	16871150	SRZ187466	metaSPAdes v3.9.0
S0277	GEOTRACES	GP13	SS2011	15	2011-05-21T16:06:42	101.7	ocean_biome	ocean	water	Pacific Ocean	30 S 166.987 E	1224008	PRJNA385854	SRP110813	SAMN07136744	SRR5788402	24646835	SRZ187467	metaSPAdes v3.9.0
S0278	GEOTRACES	GP13	SS2011	19	2011-05-23T11:54:38	15.1	ocean_biome	ocean	water	Pacific Ocean	29.9997 S 171 E	1222262	PRJNA385854	SRP110813	SAMN07136745	SRR5788401	14444871	SRZ187468	metaSPAdes v3.9.0
S0279	GEOTRACES	GP13	SS2011	19	2011-05-23T11:54:38	30.7	ocean_biome	ocean	water	Pacific Ocean	29.9997 S 171 E	1222256	PRJNA385854	SRP110813	SAMN07136746	SRR5788400	18301023	SRZ187469	metaSPAdes v3.9.0
S0280	GEOTRACES	GP13	SS2011	19	2011-05-23T11:54:38	50.4	ocean_biome	ocean	water	Pacific Ocean	29.9997 S 171 E	1222250	PRJNA385854	SRP110813	SAMN07136747	SRR5788399	20428536	SRZ187470	metaSPAdes v3.9.0
S0281	GEOTRACES	GP13	SS2011	19	2011-05-23T11:54:38	75.4	ocean_biome	ocean	water	Pacific Ocean	29.9997 S 171 E	1222292	PRJNA385854	SRP110813	SAMN07136748	SRR5788398	18354078	SRZ187471	metaSPAdes v3.9.0
S0282	GEOTRACES	GP13	SS2011	19	2011-05-23T11:54:38	100.5	ocean_biome	ocean	water	Pacific Ocean	29.9997 S 171 E	1222289	PRJNA385854	SRP110813	SAMN07136749	SRR5788397	23614957	SRZ187472	metaSPAdes v3.9.0
S0283	GEOTRACES	GP13	SS2011	32	2011-05-29T16:18:17	14.9	ocean_biome	ocean	water	Pacific Ocean	32.4995 S 176.03 W	1224224	PRJNA385854	SRP110813	SAMN07136750	SRR5788396	19195872	SRZ187473	metaSPAdes v3.9.0
S0284	GEOTRACES	GP13	SS2011	32	2011-05-29T16:18:17	29.3	ocean_biome	ocean	water	Pacific Ocean	32.4995 S 176.03 W	1223207	PRJNA385854	SRP110813	SAMN07136751	SRR5788406	21830840	SRZ187474	metaSPAdes v3.9.0
S0285	GEOTRACES	GP13	SS2011	32	2011-05-29T16:18:17	48.9	ocean_biome	ocean	water	Pacific Ocean	32.4995 S 176.03 W	1223204	PRJNA385854	SRP110813	SAMN07136752	SRR5788405	20628269	SRZ187475	metaSPAdes v3.9.0
S0286	GEOTRACES	GP13	SS2011	32	2011-05-29T16:18:17	76.8	ocean_biome	ocean	water	Pacific Ocean	32.4995 S 176.03 W	1224218	PRJNA385854	SRP110813	SAMN07136753	SRR5788301	26041646	SRZ187476	metaSPAdes v3.9.0
S0287	GEOTRACES	GP13	SS2011	32	2011-05-29T16:18:17	100.3	ocean_biome	ocean	water	Pacific Ocean	32.4995 S 176.03 W	1223198	PRJNA385854	SRP110813	SAMN07136754	SRR5788404	21887350	SRZ187477	metaSPAdes v3.9.0
S0288	GEOTRACES	GP13	SS2011	32	2011-05-29T16:18:17	999.9	ocean_biome	ocean	water	Pacific Ocean	32.4995 S 176.03 W	1223225	PRJNA385854	SRP110813	SAMN07136755	SRR5788265	66585301	SRZ187478	metaSPAdes v3.10.1
S0289	GEOTRACES	GP13	SS2011	4	2011-05-16T17:59:17	74.5	ocean_biome	ocean	water	Pacific Ocean	30.0006 S 155.98599 E	1222811	PRJNA385854	SRP110813	SAMN07136756	SRR5788266	23038780	SRZ187479	metaSPAdes v3.9.0
S0290	GEOTRACES	GP13	SS2011	4	2011-05-16T17:59:17	100.9	ocean_biome	ocean	water	Pacific Ocean	30.0006 S 155.98599 E	1223579	PRJNA385854	SRP110813	SAMN07136757	SRR5788267	19232368	SRZ187480	metaSPAdes v3.9.0
S0291	GEOTRACES	GP13	SS2011	22	2011-05-24T15:11:38	14.9	ocean_biome	ocean	water	Pacific Ocean	30.0013 S 174.00101 E	1222409	PRJNA385854	SRP110813	SAMN07136758	SRR5788268	24564664	SRZ187481	metaSPAdes v3.9.0
S0292	GEOTRACES	GP13	SS2011	22	2011-05-24T15:11:38	30.1	ocean_biome	ocean	water	Pacific Ocean	30.0013 S 174.00101 E	1222406	PRJNA385854	SRP110813	SAMN07136759	SRR5788269	25093955	SRZ187482	metaSPAdes v3.9.0
S0293	GEOTRACES	GP13	SS2011	22	2011-05-24T15:11:38	50.4	ocean_biome	ocean	water	Pacific Ocean	30.0013 S 174.00101 E	1222400	PRJNA385854	SRP110813	SAMN07136760	SRR5788270	25005859	SRZ187483	metaSPAdes v3.9.0
S0294	GEOTRACES	GA02	PE319	18	2010-05-22T13:07:00	9	ocean_biome	ocean	water	Atlantic Ocean	33.4334 N 58.0503 W	632273	PRJNA385854	SRP110813	SAMN07136761	SRR5788387	37800395	SRZ187484	metaSPAdes v3.9.0
S0295	GEOTRACES	GA02	PE319	18	2010-05-22T13:07:00	51	ocean_biome	ocean	water	Atlantic Ocean	33.4334 N 58.0503 W	632267	PRJNA385854	SRP110813	SAMN07136762	SRR5788256	28286252	SRZ187485	metaSPAdes v3.9.0
S0296	GEOTRACES	GA02	PE319	18	2010-05-22T13:07:00	76	ocean_biome	ocean	water	Atlantic Ocean	33.4334 N 58.0503 W	632264	PRJNA385854	SRP110813	SAMN07136763	SRR5788000	19821300	SRZ187486	metaSPAdes v3.9.0
S0297	GEOTRACES	GA02	PE319	18	2010-05-22T13:07:00	151	ocean_biome	ocean	water	Atlantic Ocean	33.4334 N 58.0503 W	632258	PRJNA385854	SRP110813	SAMN07136764	SRR5787999	24052904	SRZ187487	metaSPAdes v3.9.0
S0298	GEOTRACES	GA02	PE319	18	2010-05-22T13:07:00	201	ocean_biome	ocean	water	Atlantic Ocean	33.4334 N 58.0503 W	632255	PRJNA385854	SRP110813	SAMN07136765	SRR5788002	16699984	SRZ187488	metaSPAdes v3.9.0
S0299	GEOTRACES	GP13	SS2011	1	2011-05-14T10:37:58	15	ocean_biome	ocean	water	Pacific Ocean	29.9982 S 153.50101 E	1223384	PRJNA385854	SRP110813	SAMN07136766	SRR5788001	24108811	SRZ187489	metaSPAdes v3.9.0
S0300	GEOTRACES	GP13	SS2011	1	2011-05-14T10:37:58	49.8	ocean_biome	ocean	water	Pacific Ocean	29.9982 S 153.50101 E	1223423	PRJNA385854	SRP110813	SAMN07136767	SRR5787996	26856634	SRZ187490	metaSPAdes v3.9.0
S0301	GEOTRACES	GP13	SS2011	2	2011-05-15T01:28:38	15.5	ocean_biome	ocean	water	Pacific Ocean	30.0019 S 154.004 E	1223459	PRJNA385854	SRP110813	SAMN07136768	SRR5787995	19481133	SRZ187491	metaSPAdes v3.9.0
S0302	GEOTRACES	GP13	SS2011	2	2011-05-15T01:28:38	30.8	ocean_biome	ocean	water	Pacific Ocean	30.0019 S 154.004 E	1223453	PRJNA385854	SRP110813	SAMN07136769	SRR5787998	24252995	SRZ187492	metaSPAdes v3.9.0
S0303	GEOTRACES	GP13	SS2011	2	2011-05-15T01:28:38	51.7	ocean_biome	ocean	water	Pacific Ocean	30.0019 S 154.004 E	1223447	PRJNA385854	SRP110813	SAMN07136770	SRR5787997	22850699	SRZ187493	metaSPAdes v3.9.0
S0304	GEOTRACES	GP13	SS2011	2	2011-05-15T01:28:38	75.2	ocean_biome	ocean	water	Pacific Ocean	30.0019 S 154.004 E	1223486	PRJNA385854	SRP110813	SAMN07136771	SRR5788004	19058795	SRZ187494	metaSPAdes v3.9.0
S0305	GEOTRACES	GP13	SS2011	2	2011-05-15T01:28:38	99	ocean_biome	ocean	water	Pacific Ocean	30.0019 S 154.004 E	1223483	PRJNA385854	SRP110813	SAMN07136772	SRR5788003	22365162	SRZ187495	metaSPAdes v3.9.0
S0306	GEOTRACES	GP13	SS2011	4	2011-05-16T17:59:17	15.4	ocean_biome	ocean	water	Pacific Ocean	30.0006 S 155.98599 E	1223552	PRJNA385854	SRP110813	SAMN07136773	SRR5788361	23708877	SRZ187496	metaSPAdes v3.9.0
S0307	GEOTRACES	GP13	SS2011	4	2011-05-16T17:59:17	30.9	ocean_biome	ocean	water	Pacific Ocean	30.0006 S 155.98599 E	1222814	PRJNA385854	SRP110813	SAMN07136774	SRR5788362	41123843	SRZ187497	metaSPAdes v3.9.0
S0308	GEOTRACES	GP13	SS2011	4	2011-05-16T17:59:17	50.6	ocean_biome	ocean	water	Pacific Ocean	30.0006 S 155.98599 E	1223543	PRJNA385854	SRP110813	SAMN07136775	SRR5788359	21699729	SRZ187498	metaSPAdes v3.9.0
S0309	GEOTRACES	GP13	SS2011	22	2011-05-24T15:11:38	75.1	ocean_biome	ocean	water	Pacific Ocean	30.0013 S 174.00101 E	1222397	PRJNA385854	SRP110813	SAMN07136776	SRR5788360	19692083	SRZ187499	metaSPAdes v3.9.0
S0310	GEOTRACES	GP13	SS2011	22	2011-05-24T15:11:38	100.4	ocean_biome	ocean	water	Pacific Ocean	30.0013 S 174.00101 E	1222430	PRJNA385854	SRP110813	SAMN07136777	SRR5788357	21519848	SRZ187500	metaSPAdes v3.9.0
S0311	GEOTRACES	GP13	SS2011	24	2011-05-25T19:16:06	15.6	ocean_biome	ocean	water	Pacific Ocean	30.0002 S 175.98 E	1222499	PRJNA385854	SRP110813	SAMN07136778	SRR5788358	20660085	SRZ187501	metaSPAdes v3.9.0
S0312	GEOTRACES	GP13	SS2011	24	2011-05-25T19:16:06	30.6	ocean_biome	ocean	water	Pacific Ocean	30.0002 S 175.98 E	1222496	PRJNA385854	SRP110813	SAMN07136779	SRR5788355	18269141	SRZ187502	metaSPAdes v3.9.0
S0313	GEOTRACES	GP13	SS2011	24	2011-05-25T19:16:06	50.3	ocean_biome	ocean	water	Pacific Ocean	30.0002 S 175.98 E	1222490	PRJNA385854	SRP110813	SAMN07136780	SRR5788356	13911489	SRZ187503	metaSPAdes v3.9.0
S0314	GEOTRACES	GP13	SS2011	24	2011-05-25T19:16:06	74.5	ocean_biome	ocean	water	Pacific Ocean	30.0002 S 175.98 E	1222487	PRJNA385854	SRP110813	SAMN07136781	SRR5788363	15002166	SRZ187504	metaSPAdes v3.9.0
S0315	GEOTRACES	GP13	SS2011	24	2011-05-25T19:16:06	99.7	ocean_biome	ocean	water	Pacific Ocean	30.0002 S 175.98 E	1222523	PRJNA385854	SRP110813	SAMN07136782	SRR5788364	16572940	SRZ187505	metaSPAdes v3.9.0
S0316	GEOTRACES	GP13	SS2011	38	2011-05-31T18:10:31	15.5	ocean_biome	ocean	water	Pacific Ocean	32.5001 S 170 W	1223312	PRJNA385854	SRP110813	SAMN07136783	SRR5788275	18395560	SRZ187506	metaSPAdes v3.9.0
S0317	GEOTRACES	GP13	SS2011	38	2011-05-31T18:10:31	28.4	ocean_biome	ocean	water	Pacific Ocean	32.5001 S 170 W	1223306	PRJNA385854	SRP110813	SAMN07136784	SRR5788276	17523352	SRZ187507	metaSPAdes v3.9.0
S0318	GEOTRACES	GP13	SS2011	38	2011-05-31T18:10:31	48.6	ocean_biome	ocean	water	Pacific Ocean	32.5001 S 170 W	1223300	PRJNA385854	SRP110813	SAMN07136785	SRR5788277	41600731	SRZ187508	metaSPAdes v3.9.0
S0319	GEOTRACES	GP13	SS2011	38	2011-05-31T18:10:31	76	ocean_biome	ocean	water	Pacific Ocean	32.5001 S 170 W	1224245	PRJNA385854	SRP110813	SAMN07136786	SRR5788278	31928004	SRZ187509	metaSPAdes v3.9.0
S0320	GEOTRACES	GP13	SS2011	38	2011-05-31T18:10:31	100.3	ocean_biome	ocean	water	Pacific Ocean	32.5001 S 170 W	1223297	PRJNA385854	SRP110813	SAMN07136787	SRR5788271	29330937	SRZ187510	metaSPAdes v3.9.0
S0321	GEOTRACES	GP13	SS2011	38	2011-05-31T18:10:31	1001.5	ocean_biome	ocean	water	Pacific Ocean	32.5001 S 170 W	1222625	PRJNA385854	SRP110813	SAMN07136788	SRR5788272	13772733	SRZ187511	metaSPAdes v3.9.0
S0322	GEOTRACES	GP13	SS2011	36	2011-06-01T12:02:53	15.1	ocean_biome	ocean	water	Pacific Ocean	32.4998 S 171.99899 W	1222715	PRJNA385854	SRP110813	SAMN07136789	SRR5788273	18400054	SRZ187512	metaSPAdes v3.9.0
S0323	GEOTRACES	GP13	SS2011	36	2011-06-01T12:02:53	30.9	ocean_biome	ocean	water	Pacific Ocean	32.4998 S 171.99899 W	1222706	PRJNA385854	SRP110813	SAMN07136790	SRR5788274	49526662	SRZ187513	metaSPAdes v3.10.1
S0324	GEOTRACES	GP13	SS2011	36	2011-06-01T12:02:53	49.8	ocean_biome	ocean	water	Pacific Ocean	32.4998 S 171.99899 W	1222700	PRJNA385854	SRP110813	SAMN07136791	SRR5788279	13229663	SRZ187514	metaSPAdes v3.9.0
S0325	GEOTRACES	GP13	SS2011	36	2011-06-01T12:02:53	75.1	ocean_biome	ocean	water	Pacific Ocean	32.4998 S 171.99899 W	1222742	PRJNA385854	SRP110813	SAMN07136792	SRR5788280	14210122	SRZ187515	metaSPAdes v3.9.0
S0326	GEOTRACES	GP13	SS2011	36	2011-06-01T12:02:53	100.3	ocean_biome	ocean	water	Pacific Ocean	32.4998 S 171.99899 W	1222739	PRJNA385854	SRP110813	SAMN07136793	SRR5788418	16550153	SRZ187516	metaSPAdes v3.9.0
S0331	GEOTRACES	GP13	TAN1109	GT8	2011-06-13T22:40:00	50	ocean_biome	ocean	water	Pacific Ocean	32.49567 S 164.99233 W	1154516	PRJNA385854	SRP110813	SAMN07136794	SRR5788417	35104271	SRZ187517	metaSPAdes v3.9.0
