PARAMETER	Sample ID	Sample ID	Sample ID	Station label	Event label	Environmental feature	Depth, nominal	Depth, top/min	Depth, bottom/max	Size fraction, lower threshold	Size fraction, upper threshold	Sample material	Sample method	Sample code/label	Analysis ID	Analysis method	Analysis method	Analysis method	Analysis label	Analysis ID	Analysis ID	Analysis label	Uniform resource locator/link to metadata file	Uniform resource locator/link to metadata file
1332	TARA_A100001011	SAMEA2591122	ERS478040	TARA_030	TARA_20091215T1512Z_030_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	70	66	75	0.22	1.6	TARA_030_DCM_0.22-1.6	SEQ-(100L)_W0.22-1.6	TARA_20091215T1512Z_030_Combined-EVENTS_CAST_DCM_(70m)_SEQ-(100L)_W0.22-1.6_A100001011	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APYDOSU	ERX291769	ERR318620	run_APY_DOSU_1_81519ABXX	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318620/ERR318620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318620/ERR318620_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318620
1333	TARA_A100001011	SAMEA2591122	ERS478040	TARA_030	TARA_20091215T1512Z_030_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	70	66	75	0.22	1.6	TARA_030_DCM_0.22-1.6	SEQ-(100L)_W0.22-1.6	TARA_20091215T1512Z_030_Combined-EVENTS_CAST_DCM_(70m)_SEQ-(100L)_W0.22-1.6_A100001011	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APYDOSU	ERX291766	ERR318618	run_APY_DOSU_2_81519ABXX	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318618/ERR318618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318618/ERR318618_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318618
1334	TARA_A100001011	SAMEA2591122	ERS478040	TARA_030	TARA_20091215T1512Z_030_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	70	66	75	0.22	1.6	TARA_030_DCM_0.22-1.6	SEQ-(100L)_W0.22-1.6	TARA_20091215T1512Z_030_Combined-EVENTS_CAST_DCM_(70m)_SEQ-(100L)_W0.22-1.6_A100001011	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APYDOSW	ERX291768	ERR318619	run_APY_DOSW_5_62FL1AAXX.M1A	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318619/ERR318619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318619/ERR318619_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318619
1335	TARA_A100001011	SAMEA2591122	ERS478040	TARA_030	TARA_20091215T1512Z_030_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	70	66	75	0.22	1.6	TARA_030_DCM_0.22-1.6	SEQ-(100L)_W0.22-1.6	TARA_20091215T1512Z_030_Combined-EVENTS_CAST_DCM_(70m)_SEQ-(100L)_W0.22-1.6_A100001011	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APYDOSW	ERX291767	ERR318621	run_APY_DOSW_6_62FL1AAXX.M1A	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318621/ERR318621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318621/ERR318621_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318621
515	TARA_N000002223	SAMEA2622766	ERS492821	TARA_124	TARA_20110805T0618Z_124_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_124_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110805T0618Z_124_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_N000002223	PRJEB4352	Euk_DNA_RNA_ext		MetaG	AHX_BEGIOSF_r1	ERX546861	ERR588857	run_AHX_BEGIOSF_5_C0BULACXX.IND4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR588/ERR588857/ERR588857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR588/ERR588857/ERR588857_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR588/ERR588857
1090	TARA_B100000401	SAMEA2620786	ERS489917	TARA_064	TARA_20100707T0448Z_064_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_064_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100707T0448Z_064_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100000401	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AAAIOSF_r1	ERX556096	ERR598970	run_APY_AAAIOSF_1_63A2BAAXX	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598970/ERR598970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598970/ERR598970_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598970
1091	TARA_B100000401	SAMEA2620786	ERS489917	TARA_064	TARA_20100707T0448Z_064_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_064_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100707T0448Z_064_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100000401	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AAAIOSF_r1	ERX556127	ERR599150	run_APY_AAAIOSF_1_C1GMEACXX.IND2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599150/ERR599150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599150/ERR599150_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599150
1092	TARA_B100000401	SAMEA2620786	ERS489917	TARA_064	TARA_20100707T0448Z_064_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_064_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100707T0448Z_064_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100000401	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AAAIOSF_r1	ERX556012	ERR599088	run_APY_AAAIOSF_2_63A2BAAXX	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599088/ERR599088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599088/ERR599088_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599088
1093	TARA_B100000405	SAMEA2620828	ERS490002	TARA_064	TARA_20100708T0621Z_064_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	65	63	67	0.22	3	TARA_064_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100708T0621Z_064_EVENT_PUMP_DCM_(65m)_SEQ-(100L)_W0.22-3_B100000405	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AABIOSF_r1	ERX556119	ERR599023	run_APY_AABIOSF_1_C177WACXX.IND4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599023/ERR599023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599023/ERR599023_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599023
1094	TARA_B100000405	SAMEA2620828	ERS490002	TARA_064	TARA_20100708T0621Z_064_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	65	63	67	0.22	3	TARA_064_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100708T0621Z_064_EVENT_PUMP_DCM_(65m)_SEQ-(100L)_W0.22-3_B100000405	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AABIOSF_r1	ERX556087	ERR599025	run_APY_AABIOSF_3_63A2BAAXX	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599025/ERR599025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599025/ERR599025_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599025
1095	TARA_B100000405	SAMEA2620828	ERS490002	TARA_064	TARA_20100708T0621Z_064_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	65	63	67	0.22	3	TARA_064_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100708T0621Z_064_EVENT_PUMP_DCM_(65m)_SEQ-(100L)_W0.22-3_B100000405	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AABIOSF_r1	ERX555948	ERR598972	run_APY_AABIOSF_4_63A2BAAXX	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598972/ERR598972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598972/ERR598972_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598972
1096	TARA_B100000408	SAMEA2620815	ERS489987	TARA_064	TARA_20100707T1217Z_064_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	1000	998	1002	0.22	3	TARA_064_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100707T1217Z_064_Combined-EVENTS_CAST_MES_(1000m)_SEQ-(100L)_W0.22-3_B100000408	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AACIOSF_r2	ERX555989	ERR599021	run_APY_AACIOSF_2_D0EFNACXX.IND6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599021/ERR599021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599021/ERR599021_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599021
1097	TARA_B100000408	SAMEA2620815	ERS489987	TARA_064	TARA_20100707T1217Z_064_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	1000	998	1002	0.22	3	TARA_064_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100707T1217Z_064_Combined-EVENTS_CAST_MES_(1000m)_SEQ-(100L)_W0.22-3_B100000408	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AACIOSF_r2	ERX555905	ERR599164	run_APY_AACIOSF_3_D1E00ACXX.IND6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599164/ERR599164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599164/ERR599164_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599164
1098	TARA_B000000437	SAMEA2620855	ERS490029	TARA_065	TARA_20100712T0559Z_065_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_065_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100712T0559Z_065_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B000000437	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AADIOSF_r1	ERX555970	ERR598979	run_APY_AADIOSF_6_D0745ACXX.IND6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598979/ERR598979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598979/ERR598979_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598979
1099	TARA_B000000437	SAMEA2620855	ERS490029	TARA_065	TARA_20100712T0559Z_065_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_065_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100712T0559Z_065_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B000000437	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AADIOSF_r1	ERX556091	ERR599146	run_APY_AADIOSF_8_D1E00ACXX.IND6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599146/ERR599146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599146/ERR599146_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599146
1100	TARA_B000000441	SAMEA2620890	ERS490085	TARA_065	TARA_20100712T1106Z_065_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	30	28	32	0.22	3	TARA_065_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100712T1106Z_065_Combined-EVENTS_CAST_DCM_(30m)_SEQ-(100L)_W0.22-3_B000000441	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AAEIOSF_r1	ERX556023	ERR599110	run_APY_AAEIOSF_1_D172HACXX.IND1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599110/ERR599110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599110/ERR599110_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599110
1101	TARA_B000000441	SAMEA2620890	ERS490085	TARA_065	TARA_20100712T1106Z_065_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	30	28	32	0.22	3	TARA_065_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100712T1106Z_065_Combined-EVENTS_CAST_DCM_(30m)_SEQ-(100L)_W0.22-3_B000000441	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AAEIOSF_r1	ERX556072	ERR598990	run_APY_AAEIOSF_2_C177WACXX.IND1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598990/ERR598990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598990/ERR598990_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598990
1102	TARA_B000000441	SAMEA2620890	ERS490085	TARA_065	TARA_20100712T1106Z_065_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	30	28	32	0.22	3	TARA_065_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100712T1106Z_065_Combined-EVENTS_CAST_DCM_(30m)_SEQ-(100L)_W0.22-3_B000000441	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AAEIOSF_r1	ERX555996	ERR599018	run_APY_AAEIOSF_7_D0745ACXX.IND1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599018/ERR599018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599018/ERR599018_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599018
1103	TARA_B000000460	SAMEA2620882	ERS490065	TARA_065	TARA_20100712T0650Z_065_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	850	800	900	0.22	3	TARA_065_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100712T0650Z_065_Combined-EVENTS_CAST_MES_(850m)_SEQ-(100L)_W0.22-3_B000000460	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AAFIOSF_r1	ERX555922	ERR598960	run_APY_AAFIOSF_3_C120YACXX.IND3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598960/ERR598960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598960/ERR598960_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598960
1104	TARA_B000000460	SAMEA2620882	ERS490065	TARA_065	TARA_20100712T0650Z_065_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	850	800	900	0.22	3	TARA_065_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100712T0650Z_065_Combined-EVENTS_CAST_MES_(850m)_SEQ-(100L)_W0.22-3_B000000460	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AAFIOSF_r1	ERX555972	ERR599034	run_APY_AAFIOSF_7_D0745ACXX.IND3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599034/ERR599034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599034/ERR599034_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599034
1105	TARA_B000000475	SAMEA2620929	ERS490124	TARA_066	TARA_20100715T1222Z_066_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_066_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100715T1222Z_066_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B000000475	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AAGIOSF_r1	ERX556004	ERR599068	run_APY_AAGIOSF_1_70M2RAAXX	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599068/ERR599068_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599068/ERR599068_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599068
1106	TARA_B000000475	SAMEA2620929	ERS490124	TARA_066	TARA_20100715T1222Z_066_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_066_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100715T1222Z_066_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B000000475	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AAGIOSF_r1	ERX555958	ERR599173	run_APY_AAGIOSF_1_C179JACXX.IND5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599173/ERR599173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599173/ERR599173_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599173
1107	TARA_B000000475	SAMEA2620929	ERS490124	TARA_066	TARA_20100715T1222Z_066_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_066_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100715T1222Z_066_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B000000475	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AAGIOSF_r1	ERX556107	ERR598973	run_APY_AAGIOSF_2_70M2RAAXX	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598973/ERR598973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598973/ERR598973_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598973
1108	TARA_B000000477	SAMEA2620950	ERS490163	TARA_066	TARA_20100715T1539Z_066_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	30	30	30	0.22	3	TARA_066_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_DCM_(30m)_SEQ-(100L)_W0.22-3_B000000477	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AAHIOSF_r1	ERX556113	ERR599107	run_APY_AAHIOSF_3_70M2RAAXX	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599107/ERR599107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599107/ERR599107_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599107
1109	TARA_B000000477	SAMEA2620950	ERS490163	TARA_066	TARA_20100715T1539Z_066_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	30	30	30	0.22	3	TARA_066_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_DCM_(30m)_SEQ-(100L)_W0.22-3_B000000477	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AAHIOSF_r1	ERX556046	ERR598982	run_APY_AAHIOSF_4_70M2RAAXX	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598982/ERR598982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598982/ERR598982_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598982
1110	TARA_B100000497	SAMEA2620970	ERS490183	TARA_067	TARA_20100907T0619Z_067_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_067_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100907T0619Z_067_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100000497	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AAIIOSF_r1	ERX556084	ERR599144	run_APY_AAIIOSF_7_63A2BAAXX	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599144/ERR599144_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599144/ERR599144_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599144
1111	TARA_B100000497	SAMEA2620970	ERS490183	TARA_067	TARA_20100907T0619Z_067_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_067_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100907T0619Z_067_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100000497	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AAIIOSF_r1	ERX556109	ERR598994	run_APY_AAIIOSF_8_63A2BAAXX	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598994/ERR598994_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598994/ERR598994_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598994
1112	TARA_B100000475	SAMEA2621013	ERS490265	TARA_068	TARA_20100914T0655Z_068_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_068_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100914T0655Z_068_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100000475	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AAKIOSF_r1	ERX555975	ERR599174	run_APY_AAKIOSF_1_C179JACXX.IND4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599174/ERR599174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599174/ERR599174_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599174
1113	TARA_B100000475	SAMEA2621013	ERS490265	TARA_068	TARA_20100914T0655Z_068_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_068_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100914T0655Z_068_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100000475	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AAKIOSF_r1	ERX555986	ERR599129	run_APY_AAKIOSF_5_70M2RAAXX	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599129/ERR599129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599129/ERR599129_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599129
1114	TARA_B100000475	SAMEA2621013	ERS490265	TARA_068	TARA_20100914T0655Z_068_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_068_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100914T0655Z_068_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100000475	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AAKIOSF_r1	ERX556071	ERR599171	run_APY_AAKIOSF_6_70M2RAAXX	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599171/ERR599171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599171/ERR599171_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599171
1115	TARA_B100000482	SAMEA2621037	ERS490296	TARA_068	TARA_20100914T1330Z_068_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	48	52	0.22	3	TARA_068_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100914T1330Z_068_EVENT_PUMP_DCM_(50m)_SEQ-(100L)_W0.22-3_B100000482	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AALIOSF_r1	ERX555939	ERR599017	run_APY_AALIOSF_1_C179JACXX.IND2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599017/ERR599017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599017/ERR599017_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599017
1116	TARA_B100000482	SAMEA2621037	ERS490296	TARA_068	TARA_20100914T1330Z_068_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	48	52	0.22	3	TARA_068_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100914T1330Z_068_EVENT_PUMP_DCM_(50m)_SEQ-(100L)_W0.22-3_B100000482	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AALIOSF_r1	ERX556041	ERR599103	run_APY_AALIOSF_7_70M2RAAXX	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599103/ERR599103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599103/ERR599103_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599103
1117	TARA_B100000482	SAMEA2621037	ERS490296	TARA_068	TARA_20100914T1330Z_068_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	48	52	0.22	3	TARA_068_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100914T1330Z_068_EVENT_PUMP_DCM_(50m)_SEQ-(100L)_W0.22-3_B100000482	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AALIOSF_r1	ERX556038	ERR599056	run_APY_AALIOSF_8_70M2RAAXX	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599056/ERR599056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599056/ERR599056_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599056
1118	TARA_B100000470	SAMEA2620995	ERS490230	TARA_068	TARA_20100913T1303Z_068_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	700	696	705	0.22	3	TARA_068_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100913T1303Z_068_Combined-EVENTS_CAST_MES_(700m)_SEQ-(100L)_W0.22-3_B100000470	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AAMIOSF_r1	ERX555969	ERR598947	run_APY_AAMIOSF_1_C120RACXX.IND8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598947/ERR598947_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598947/ERR598947_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598947
