Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,nominal_length,Organism,Platform,ReleaseDate,Run_ID,sample_acc,Sample Name,SRA Study
SRR8379256,OTHER,602,76656272,PRJNA511216,SAMN10636692,Metagenome or environmental,47251992,JGI,2016-10-04,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5189195,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUASG,PAIRED,PCR,METAGENOMIC,76,45,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195507,Gp0358321,SRP174685
SRR8379257,OTHER,602,110829404,PRJNA511167,SAMN10636916,Metagenome or environmental,68379122,JGI,2016-09-28,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5189194,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAUG,PAIRED,PCR,METAGENOMIC,110,65,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195506,Gp0358354,SRP174684
SRR8379258,OTHER,602,81732336,PRJNA511223,SAMN10636636,Metagenome or environmental,50720340,JGI,2016-11-15,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5189193,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUASU,PAIRED,PCR,METAGENOMIC,81,48,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195505,Gp0358329,SRP174683
SRR8379259,OTHER,602,70919814,PRJNA511221,SAMN10636924,Metagenome or environmental,43807675,JGI,2016-10-26,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5189192,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUASS,PAIRED,PCR,METAGENOMIC,70,41,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195504,Gp0358327,SRP174682
SRR8379260,OTHER,602,30100602,PRJNA511220,SAMN10636926,Metagenome or environmental,18619635,JGI,2016-10-19,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5189191,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUASP,PAIRED,PCR,METAGENOMIC,30,17,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195503,Gp0358326,SRP174681
SRR8379261,OTHER,602,66809358,PRJNA511218,SAMN10637051,Metagenome or environmental,41210148,JGI,2016-11-09,public,sra,"ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX5189190,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUASN,PAIRED,PCR,METAGENOMIC,66,39,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195502,Gp0358323,SRP174680
SRR8379262,OTHER,602,105784042,PRJNA511224,SAMN10636635,Metagenome or environmental,64921855,JGI,2016-11-10,public,sra,"s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5189189,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUASW,PAIRED,PCR,METAGENOMIC,105,61,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195501,Gp0358330,SRP174679
SRR8379263,OTHER,602,80934084,PRJNA511222,SAMN10637053,Metagenome or environmental,50182012,JGI,2016-11-05,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5189188,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAST,PAIRED,PCR,METAGENOMIC,80,47,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195500,Gp0358328,SRP174678
SRR8379264,OTHER,602,87798088,PRJNA511231,SAMN10636699,Metagenome or environmental,54157177,JGI,2016-11-12,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5189187,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUATG,PAIRED,PCR,METAGENOMIC,87,51,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195499,Gp0358338,SRP174677
SRR8379265,OTHER,602,87379698,PRJNA511228,SAMN10636701,Metagenome or environmental,54014338,JGI,2016-10-28,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5189186,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUATA,PAIRED,PCR,METAGENOMIC,87,51,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195498,Gp0358335,SRP174676
SRR8379266,OTHER,602,76358282,PRJNA511229,SAMN10636700,Metagenome or environmental,47223646,JGI,2016-10-13,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5189185,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUATB,PAIRED,PCR,METAGENOMIC,76,45,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195496,Gp0358336,SRP174674
SRR8379267,OTHER,602,81619762,PRJNA511230,SAMN10636714,Metagenome or environmental,50768428,JGI,2016-10-17,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5189184,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUATC,PAIRED,PCR,METAGENOMIC,81,48,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195497,Gp0358337,SRP174675
SRR8379268,OTHER,602,56683718,PRJNA511226,SAMN10636675,Metagenome or environmental,34879910,JGI,2016-09-29,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5189183,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUASY,PAIRED,PCR,METAGENOMIC,56,33,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195495,Gp0358333,SRP174673
SRR8379269,OTHER,602,7791686,PRJNA511225,SAMN10636702,Metagenome or environmental,4931520,JGI,2016-10-06,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5189182,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUASX,PAIRED,PCR,METAGENOMIC,7,4,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195494,Gp0358332,SRP174672
SRR8379270,OTHER,602,51512538,PRJNA511227,SAMN10636634,Metagenome or environmental,31650757,JGI,2016-10-01,public,sra,"s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5189181,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUASZ,PAIRED,PCR,METAGENOMIC,51,30,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195493,Gp0358334,SRP174671
SRR8379285,OTHER,602,98156100,PRJNA511288,SAMN10636596,Metagenome or environmental,60433955,JGI,2016-10-26,public,sra,"s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5189370,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTTB,PAIRED,PCR,METAGENOMIC,98,57,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195682,Gp0358258,SRP174847
SRR8379286,OTHER,602,108968622,PRJNA511289,SAMN10636656,Metagenome or environmental,67840808,JGI,2016-10-19,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5189369,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTTC,PAIRED,PCR,METAGENOMIC,108,64,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195680,Gp0358259,SRP174845
SRR8379287,OTHER,602,95586764,PRJNA511306,SAMN10636706,Metagenome or environmental,59144211,JGI,2016-10-03,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5189368,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTUH,PAIRED,PCR,METAGENOMIC,95,56,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195681,Gp0358277,SRP174846
SRR8379288,OTHER,602,108360,PRJNA511308,SAMN10636650,Metagenome or environmental,147838,JGI,2016-11-13,public,sra,"ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5189367,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTUO,PAIRED,PCR,METAGENOMIC,0,0,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195679,Gp0358279,SRP174844
SRR8379289,OTHER,602,59957394,PRJNA511253,SAMN10636599,Metagenome or environmental,35913485,JGI,2016-10-07,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5189366,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTXA,PAIRED,PCR,METAGENOMIC,59,34,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195677,Gp0358305,SRP174842
SRR8379290,OTHER,602,102382140,PRJNA511271,SAMN10636660,Metagenome or environmental,62451097,JGI,2016-10-01,public,sra,"s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5189365,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTPZ,PAIRED,PCR,METAGENOMIC,102,59,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195678,Gp0358240,SRP174843
SRR8379291,OTHER,602,150864812,PRJNA511291,SAMN10636668,Metagenome or environmental,93867377,JGI,2016-09-30,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5189364,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTTH,PAIRED,PCR,METAGENOMIC,150,89,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195676,Gp0358261,SRP174841
SRR8379292,OTHER,602,87418226,PRJNA511259,SAMN10636641,Metagenome or environmental,53524696,JGI,2016-10-11,public,sra,"s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX5189363,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTXO,PAIRED,PCR,METAGENOMIC,87,51,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195675,Gp0358311,SRP174840
SRR8379293,OTHER,602,111955746,PRJNA511292,SAMN10636654,Metagenome or environmental,68934897,JGI,2016-10-20,public,sra,"ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX5189362,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTTN,PAIRED,PCR,METAGENOMIC,111,65,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195674,Gp0358262,SRP174839
SRR8379294,OTHER,602,102925746,PRJNA511293,SAMN10636669,Metagenome or environmental,63920178,JGI,2016-11-14,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5189361,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTTO,PAIRED,PCR,METAGENOMIC,102,60,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195673,Gp0358264,SRP174838
SRR8379295,OTHER,602,115867542,PRJNA511304,SAMN10636707,Metagenome or environmental,70884426,JGI,2016-10-25,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5189360,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTUC,PAIRED,PCR,METAGENOMIC,115,67,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195672,Gp0358275,SRP174837
SRR8379296,OTHER,602,84935578,PRJNA511307,SAMN10636705,Metagenome or environmental,52984930,JGI,2016-10-18,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5189359,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTUN,PAIRED,PCR,METAGENOMIC,84,50,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195671,Gp0358278,SRP174836
SRR8379297,OTHER,602,123612874,PRJNA511314,SAMN10636607,Metagenome or environmental,77562702,JGI,2016-11-06,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5189358,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTUX,PAIRED,PCR,METAGENOMIC,123,73,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195670,Gp0358286,SRP174835
SRR8379298,OTHER,602,130885636,PRJNA511315,SAMN10636943,Metagenome or environmental,80884920,JGI,2016-11-04,public,sra,"gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5189357,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTUY,PAIRED,PCR,METAGENOMIC,130,77,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195669,Gp0358287,SRP174834
SRR8379299,OTHER,602,98717766,PRJNA511309,SAMN10636670,Metagenome or environmental,61005614,JGI,2016-10-17,public,sra,"s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5189356,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTUP,PAIRED,PCR,METAGENOMIC,98,58,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195668,Gp0358280,SRP174833
SRR8379300,OTHER,602,110774622,PRJNA511310,SAMN10636947,Metagenome or environmental,68581691,JGI,2016-09-29,public,sra,"gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5189355,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTUS,PAIRED,PCR,METAGENOMIC,110,65,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195667,Gp0358281,SRP174832
SRR8379301,OTHER,602,90206690,PRJNA511302,SAMN10636598,Metagenome or environmental,55863727,JGI,2016-11-03,public,sra,"gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5189354,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTUA,PAIRED,PCR,METAGENOMIC,90,53,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195666,Gp0358273,SRP174831
SRR8379302,OTHER,602,60635848,PRJNA511303,SAMN10636651,Metagenome or environmental,36849838,JGI,2016-10-21,public,sra,"s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5189353,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTUB,PAIRED,PCR,METAGENOMIC,60,35,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195665,Gp0358274,SRP174830
SRR8379303,OTHER,602,70527912,PRJNA511316,SAMN10636649,Metagenome or environmental,43880380,JGI,2016-10-21,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5189352,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTUZ,PAIRED,PCR,METAGENOMIC,70,41,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195664,Gp0358288,SRP174829
SRR8379304,OTHER,602,65209242,PRJNA511305,SAMN10636711,Metagenome or environmental,41007690,JGI,2016-10-31,public,sra,"ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5189351,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTUG,PAIRED,PCR,METAGENOMIC,65,39,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195663,Gp0358276,SRP174828
SRR8379305,OTHER,602,116352152,PRJNA511285,SAMN10636595,Metagenome or environmental,70644225,JGI,2016-10-04,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5189350,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTSY,PAIRED,PCR,METAGENOMIC,116,67,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195662,Gp0358255,SRP174827
SRR8379306,OTHER,602,98704522,PRJNA511284,SAMN10636957,Metagenome or environmental,60805376,JGI,2016-10-12,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5189349,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTSX,PAIRED,PCR,METAGENOMIC,98,57,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195661,Gp0358254,SRP174826
SRR8379307,OTHER,602,100751322,PRJNA511286,SAMN10636956,Metagenome or environmental,62938887,JGI,2016-10-10,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5189348,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTSZ,PAIRED,PCR,METAGENOMIC,100,60,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195660,Gp0358256,SRP174825
SRR8379308,OTHER,602,117012546,PRJNA511282,SAMN10636657,Metagenome or environmental,73351361,JGI,2016-11-06,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5189347,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTSU,PAIRED,PCR,METAGENOMIC,117,69,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195659,Gp0358252,SRP174824
SRR8379309,OTHER,602,106448650,PRJNA511281,SAMN10636666,Metagenome or environmental,66277318,JGI,2016-11-02,public,sra,"s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX5189346,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTST,PAIRED,PCR,METAGENOMIC,106,63,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195658,Gp0358251,SRP174823
SRR8379310,OTHER,602,129192210,PRJNA511283,SAMN10636667,Metagenome or environmental,79160064,JGI,2016-10-01,public,sra,"gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5189345,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTSW,PAIRED,PCR,METAGENOMIC,129,75,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195657,Gp0358253,SRP174822
SRR8379311,OTHER,602,87594010,PRJNA511279,SAMN10636709,Metagenome or environmental,53653807,JGI,2016-10-12,public,sra,"ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5189344,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTSP,PAIRED,PCR,METAGENOMIC,87,51,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195656,Gp0358249,SRP174821
SRR8379312,OTHER,602,119028644,PRJNA511280,SAMN10636658,Metagenome or environmental,72048424,JGI,2016-10-06,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5189343,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTSS,PAIRED,PCR,METAGENOMIC,119,68,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195655,Gp0358250,SRP174820
SRR8379313,OTHER,602,92464190,PRJNA511211,SAMN10636639,Metagenome or environmental,56766720,JGI,2016-09-26,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5189342,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTXW,PAIRED,PCR,METAGENOMIC,92,54,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195654,Gp0358316,SRP174819
SRR8379314,OTHER,602,140738570,PRJNA511296,SAMN10636597,Metagenome or environmental,85470747,JGI,2016-09-28,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5189341,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTTT,PAIRED,PCR,METAGENOMIC,140,81,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195653,Gp0358267,SRP174818
SRR8379315,OTHER,602,108967418,PRJNA511287,SAMN10636954,Metagenome or environmental,66918670,JGI,2016-10-05,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5189340,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTTA,PAIRED,PCR,METAGENOMIC,108,63,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195652,Gp0358257,SRP174817
SRR8379316,OTHER,602,130152400,PRJNA511290,SAMN10636655,Metagenome or environmental,77880145,JGI,2016-09-28,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5189339,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTTG,PAIRED,PCR,METAGENOMIC,130,74,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195651,Gp0358260,SRP174816
SRR8379317,OTHER,602,107242688,PRJNA511301,SAMN10636949,Metagenome or environmental,66496956,JGI,2016-09-30,public,sra,"ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX5189338,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTTZ,PAIRED,PCR,METAGENOMIC,107,63,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195650,Gp0358272,SRP174815
SRR8379318,OTHER,602,161805560,PRJNA511300,SAMN10636951,Metagenome or environmental,101586703,JGI,2016-11-08,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5189337,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTTY,PAIRED,PCR,METAGENOMIC,161,96,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195649,Gp0358271,SRP174814
SRR8379319,OTHER,602,120916516,PRJNA511299,SAMN10636652,Metagenome or environmental,73119924,JGI,2016-09-27,public,sra,"ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5189336,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTTX,PAIRED,PCR,METAGENOMIC,120,69,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195648,Gp0358270,SRP174813
SRR8379320,OTHER,602,394310,PRJNA511207,SAMN10637049,Metagenome or environmental,318921,JGI,2016-10-13,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5189335,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTXP,PAIRED,PCR,METAGENOMIC,0,0,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195647,Gp0358312,SRP174812
SRR8379321,OTHER,602,115647812,PRJNA511295,SAMN10636953,Metagenome or environmental,69853977,JGI,2016-10-02,public,sra,"ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX5189334,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTTS,PAIRED,PCR,METAGENOMIC,115,66,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195645,Gp0358266,SRP174810
SRR8379322,OTHER,602,116812682,PRJNA511294,SAMN10636708,Metagenome or environmental,72617664,JGI,2016-10-25,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5189333,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTTP,PAIRED,PCR,METAGENOMIC,116,69,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195646,Gp0358265,SRP174811
SRR8379323,OTHER,602,153685784,PRJNA511298,SAMN10636653,Metagenome or environmental,96040629,JGI,2016-11-13,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5189332,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTTW,PAIRED,PCR,METAGENOMIC,153,91,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195644,Gp0358269,SRP174809
SRR8379324,OTHER,602,120755782,PRJNA511297,SAMN10636710,Metagenome or environmental,73855437,JGI,2016-11-04,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5189331,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CSTTU,PAIRED,PCR,METAGENOMIC,120,70,393,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12473,SRS4195643,Gp0358268,SRP174808
