taxonomic_group	taxon_primer_hits	taxon_primer_misses	taxon_total_observed	total_filtered_seqs	fraction_total_filtered_sequences_mismatched	fraction_taxon_mismatched
d:Bacteria,p:Nitrospinae,c:P9X2b3D02,o:uncultured_Nitrospinaceae_bacterium	3.0000	0	3.0	330866	0	0
d:Bacteria,p:Nitrospinae,c:P9X2b3D02,o:uncultured_delta_proteobacterium	3.0000	0	3.0	330866	0	0
d:Bacteria,p:Nitrospinae,c:MT5B39,o:uncultured_bacterium	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:unidentified_marine_bacterioplankton,o:unidentified_marine_bacterioplankton	35.0000	0	35.0	330866	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_Marinimicrobia_bacterium_HF4000_22B16,o:uncultured_Marinimicrobia_bacterium_HF4000_22B16	5.0000	0	5.0	330866	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_marine_microorganism,o:uncultured_marine_microorganism	48.0000	0	48.0	330866	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_Fibrobacteres/Acidobacteria_group_bacterium,o:uncultured_Fibrobacteres/Acidobacteria_group_bacterium	56.0000	0	56.0	330866	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_eubacterium_OCS307,o:uncultured_eubacterium_OCS307	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_delta_proteobacterium,o:uncultured_delta_proteobacterium	2.0000	0	2.0	330866	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_bacterium_MB13C05,o:uncultured_bacterium_MB13C05	5.0000	0	5.0	330866	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_bacterium_HF0500_01L02,o:uncultured_bacterium_HF0500_01L02	20.0000	0	20.0	330866	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_bacterium_FPPU_33B15,o:uncultured_bacterium_FPPU_33B15	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:Marinimicrobia_bacterium_SCGC_AAA160-I06,o:Marinimicrobia_bacterium_SCGC_AAA160-I06	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:Marinimicrobia_bacterium_SCGC_AAA003-L08,o:Marinimicrobia_bacterium_SCGC_AAA003-L08	13.0000	0	13.0	330866	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:hypersaline_lake_metagenome,o:hypersaline_lake_metagenome	3.0000	0	3.0	330866	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:Alteromonas_macleodii,o:Alteromonas_macleodii		0	0	330866	0	0
d:Bacteria,p:Margulisbacteria,c:uncultured_marine_cyanobacterium,o:uncultured_marine_cyanobacterium	30.0000	0	30.0	330866	0	0
d:Bacteria,p:Margulisbacteria,c:uncultured_delta_proteobacterium,o:uncultured_delta_proteobacterium	5.0000	0	5.0	330866	0	0
d:Bacteria,p:Margulisbacteria,c:uncultured_Candidatus_Marinimicrobia_bacterium,o:uncultured_Candidatus_Marinimicrobia_bacterium		0	0	330866	0	0
d:Bacteria,p:Margulisbacteria,c:uncultured_candidate_division_ZB3_bacterium,o:uncultured_candidate_division_ZB3_bacterium		0	0	330866	0	0
d:Bacteria,p:Margulisbacteria,c:microbial_mat_metagenome,o:microbial_mat_metagenome	5.0000	0	5.0	330866	0	0
d:Bacteria,p:Margulisbacteria,c:marine_metagenome,o:marine_metagenome	13.0000	0	13.0	330866	0	0
d:Bacteria,p:Lentisphaerae,c:Lentisphaeria,o:Lentisphaerales	33.0000	0	33.0	330866	0	0
d:Bacteria,p:LCP-89,c:uncultured_bacterium,o:uncultured_bacterium	2.0000	0	2.0	330866	0	0
d:Bacteria,p:Latescibacteria,c:uncultured_soil_bacterium_PBS-III-32a,o:uncultured_soil_bacterium_PBS-III-32a		0	0	330866	0	0
d:Bacteria,p:Latescibacteria,c:uncultured_Latescibacteria_bacterium,o:uncultured_Latescibacteria_bacterium	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Kiritimatiellaeota,c:Kiritimatiellae,o:WCHB1-41	65.0000	0	65.0	330866	0	0
d:Bacteria,p:Hydrothermae,c:uncultured_Thermotogales_bacterium,o:uncultured_Thermotogales_bacterium	5.0000	0	5.0	330866	0	0
d:Bacteria,p:Hydrogenedentes,c:Hydrogenedentia,o:Hydrogenedentiales	17.0000	0	17.0	330866	0	0
d:Bacteria,p:Halanaerobiaeota,c:Halanaerobiia,o:Halanaerobiales	5.0000	0	5.0	330866	0	0
d:Bacteria,p:GN01,c:uncultured_organism,o:uncultured_organism		0	0	330866	0	0
d:Bacteria,p:Gemmatimonadetes,c:S0134_terrestrial_group,o:metagenome		0	0	330866	0	0
d:Bacteria,p:Gemmatimonadetes,c:PAUC43f_marine_benthic_group,o:uncultured_sponge_symbiont_PAUC51f	7.0000	0	7.0	330866	0	0
d:Bacteria,p:Gemmatimonadetes,c:PAUC43f_marine_benthic_group,o:uncultured_bacterium	14.0000	0	14.0	330866	0	0
d:Bacteria,p:Gemmatimonadetes,c:Longimicrobia,o:Longimicrobiales	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Gemmatimonadetes,c:BD2-11_terrestrial_group,o:uncultured_sediment_bacterium	7.0000	0	7.0	330866	0	0
d:Bacteria,p:Gemmatimonadetes,c:BD2-11_terrestrial_group,o:uncultured_organism	9.0000	0	9.0	330866	0	0
d:Bacteria,p:Gemmatimonadetes,c:BD2-11_terrestrial_group,o:uncultured_marine_microorganism	24.0000	0	24.0	330866	0	0
d:Bacteria,p:Gemmatimonadetes,c:BD2-11_terrestrial_group,o:uncultured_Gemmatimonadetes_bacterium	151.0000	0	151.0	330866	0	0
d:Bacteria,p:Gemmatimonadetes,c:BD2-11_terrestrial_group,o:uncultured_Gemmatimonadales_bacterium_HF0200_36I24	5.0000	0	5.0	330866	0	0
d:Bacteria,p:Gemmatimonadetes,c:BD2-11_terrestrial_group,o:uncultured_Gemmatimonadaceae_bacterium		0	0	330866	0	0
d:Bacteria,p:Gemmatimonadetes,c:BD2-11_terrestrial_group,o:uncultured_forest_soil_bacterium	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Gemmatimonadetes,c:BD2-11_terrestrial_group,o:uncultured_bacterium_AD254-A9	2.0000	0	2.0	330866	0	0
d:Bacteria,p:Gemmatimonadetes,c:BD2-11_terrestrial_group,o:Sulfitobacter_sp._Gp-4-5.2.1-voll		0	0	330866	0	0
d:Bacteria,p:Gemmatimonadetes,c:AKAU4049,o:uncultured_bacterium	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Fusobacteria,c:Fusobacteriia,o:Fusobacteriales	10.0000	0	10.0	330866	0	0
d:Bacteria,p:Firmicutes,c:Limnochordia,o:Limnochordales	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Firmicutes,c:Clostridia,o:NRB23	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Firmicutes,c:Clostridia,o:M55-D21	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Firmicutes,c:Clostridia,o:D8A-2		0	0	330866	0	0
d:Bacteria,p:Firmicutes,c:BRH-c20a,o:uncultured_bacterium		0	0	330866	0	0
d:Bacteria,p:Firmicutes,c:Bacilli,o:uncultured		0	0	330866	0	0
d:Bacteria,p:Fibrobacteres,c:Chitinivibrionia,o:uncultured	2.0000	0	2.0	330866	0	0
d:Bacteria,p:FCPU426,c:uncultured_bacterium,o:uncultured_bacterium		0	0	330866	0	0
d:Bacteria,p:Elusimicrobia,c:Lineage_IIb,o:uncultured_bacterium		0	0	330866	0	0
d:Bacteria,p:Elusimicrobia,c:Lineage_IIb,o:metagenome		0	0	330866	0	0
d:Bacteria,p:Elusimicrobia,c:Endomicrobia,o:Endomicrobiales		0	0	330866	0	0
d:Bacteria,p:Elusimicrobia,c:Elusimicrobia,o:FCPU453		0	0	330866	0	0
d:Bacteria,p:Elusimicrobia,c:4-29,o:uncultured_candidate_division_JS1_bacterium		0	0	330866	0	0
d:Bacteria,p:Elusimicrobia,c:4-29,o:uncultured_bacterium		0	0	330866	0	0
d:Bacteria,p:Dictyoglomi,c:Dictyoglomia,o:Dictyoglomales	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Desantisbacteria,c:uncultured_bacterium,o:uncultured_bacterium	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Desantisbacteria,c:Candidatus_Desantisbacteria_bacterium_CG1_02_49_89,o:Candidatus_Desantisbacteria_bacterium_CG1_02_49_89	2.0000	0	2.0	330866	0	0
d:Bacteria,p:Deinococcus-Thermus,c:Deinococci,o:Thermales	12.0000	0	12.0	330866	0	0
d:Bacteria,p:Cyanobacteria,c:Sericytochromatia,o:uncultured_Desulfuromonadaceae_bacterium		0	0	330866	0	0
d:Bacteria,p:Cyanobacteria,c:Sericytochromatia,o:metagenome	2.0000	0	2.0	330866	0	0
d:Bacteria,p:Cyanobacteria,c:Oxyphotobacteria,o:Thermosynechococcales	5.0000	0	5.0	330866	0	0
d:Bacteria,p:Cyanobacteria,c:Oxyphotobacteria,o:SepB-3	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Cyanobacteria,c:Oxyphotobacteria,o:Pseudanabaenales	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Cyanobacteria,c:Oxyphotobacteria,o:Phormidesmiales	3666.0000	0	3666.0	330866	0	0
d:Bacteria,p:Cyanobacteria,c:Oxyphotobacteria,o:Limnotrichales	2.0000	0	2.0	330866	0	0
d:Bacteria,p:Cyanobacteria,c:Oxyphotobacteria,o:Fr127		0	0	330866	0	0
d:Bacteria,p:Cyanobacteria,c:Oxyphotobacteria,o:Eurycoccales	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Cyanobacteria,c:Melainabacteria,o:Vampirovibrionales	4.0000	0	4.0	330866	0	0
d:Bacteria,p:Cyanobacteria,c:Melainabacteria,o:Gastranaerophilales	1.0000	0	1.0	330866	0	0
d:Bacteria,p:CK-2C2-2,c:uncultured_bacterium,o:uncultured_bacterium	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:uncultured_bacterium,o:uncultured_bacterium	2.0000	0	2.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:TK30,o:uncultured_bacterium	7.0000	0	7.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:TK17,o:uncultured_bacterium	7.0000	0	7.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:TK10,o:uncultured_Chloroflexi_bacterium	3.0000	0	3.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:TK10,o:uncultured_Caldilineae_bacterium	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:TK10,o:metagenome	4.0000	0	4.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:TK10,o:marine_metagenome	121.0000	0	121.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:TK10,o:Chloroflexi_bacterium_JEA33		0	0	330866	0	0
d:Bacteria,p:Chloroflexi,c:SHA-26,o:uncultured_soil_bacterium		0	0	330866	0	0
d:Bacteria,p:Chloroflexi,c:OLB14,o:uncultured_gamma_proteobacterium		0	0	330866	0	0
d:Bacteria,p:Chloroflexi,c:OLB14,o:uncultured_bacterium	5.0000	0	5.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:OLB14,o:metagenome		0	0	330866	0	0
d:Bacteria,p:Chloroflexi,c:Ktedonobacteria,o:MVP-21		0	0	330866	0	0
d:Bacteria,p:Chloroflexi,c:Ktedonobacteria,o:Ktedonobacterales	3.0000	0	3.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:Ktedonobacteria,o:C0119	105.0000	0	105.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:Ktedonobacteria,o:B12-WMSP1	19.0000	0	19.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:Ktedonobacteria,o:B10-SB3A	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:KD4-96,o:uncultured_bacterium	4.0000	0	4.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:JG30-KF-CM66,o:uncultured_soil_bacterium		0	0	330866	0	0
d:Bacteria,p:Chloroflexi,c:Gitt-GS-136,o:uncultured_bacterium		0	0	330866	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:uncultured_Chloroflexi_bacterium	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:uncultured_bacterium	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:t0.6.f	3.0000	0	3.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:SPG12-343-353-B75	2.0000	0	2.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:Sh765B-TzT-20	11.0000	0	11.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:RBG-13-46-9		0	0	330866	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:Napoli-4B-65	6.0000	0	6.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:MSBL5	9.0000	0	9.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:H3.93	4.0000	0	4.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:GIF3	18.0000	0	18.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:FS117-23B-02	2.0000	0	2.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:ER-E4-17	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:DscP2	2.0000	0	2.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:Dehalococcoidales	7.0000	0	7.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:661239	2.0000	0	2.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:Chloroflexia,o:Thermomicrobiales	2.0000	0	2.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:Chloroflexia,o:Thermobaculales	24.0000	0	24.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:Chloroflexia,o:Elev-1554		0	0	330866	0	0
d:Bacteria,p:Chloroflexi,c:Chloroflexia,o:Chloroflexales		0	0	330866	0	0
d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:uncultured_bacterium	2.0000	0	2.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:MSB-5E12		0	0	330866	0	0
d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:MSB-5B2	3.0000	0	3.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:KZNMV-5-B42	6.0000	0	6.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:ADurb.Bin180	2.0000	0	2.0	330866	0	0
d:Bacteria,p:Chloroflexi,c:AD3,o:uncultured_bacterium	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Chlamydiae,c:LD1-PA32,o:uncultured_organism	2.0000	0	2.0	330866	0	0
d:Bacteria,p:Chlamydiae,c:LD1-PA32,o:metagenome	3.0000	0	3.0	330866	0	0
d:Bacteria,p:Calditrichaeota,c:Calditrichia,o:Calditrichales	23.0000	0	23.0	330866	0	0
d:Bacteria,p:Caldiserica,c:Caldisericia,o:Caldisericales		0	0	330866	0	0
d:Bacteria,p:BRC1,c:uncultured_soil_bacterium_PBS-III-18,o:uncultured_soil_bacterium_PBS-III-18		0	0	330866	0	0
d:Bacteria,p:BRC1,c:uncultured_soil_bacterium_PBS-II-34,o:uncultured_soil_bacterium_PBS-II-34	1.0000	0	1.0	330866	0	0
d:Bacteria,p:BRC1,c:uncultured_organism,o:uncultured_organism	2.0000	0	2.0	330866	0	0
d:Bacteria,p:BRC1,c:uncultured_delta_proteobacterium,o:uncultured_delta_proteobacterium		0	0	330866	0	0
d:Bacteria,p:BRC1,c:uncultured_candidate_division_BRC1_bacterium,o:uncultured_candidate_division_BRC1_bacterium	1.0000	0	1.0	330866	0	0
d:Bacteria,p:BRC1,c:uncultured_bacterium,o:uncultured_bacterium	8.0000	0	8.0	330866	0	0
d:Bacteria,p:BRC1,c:metagenome,o:metagenome		0	0	330866	0	0
d:Bacteria,p:Bacteroidetes,c:Ignavibacteria,o:SJA-28		0	0	330866	0	0
d:Bacteria,p:Bacteroidetes,c:Ignavibacteria,o:Kryptoniales	5.0000	0	5.0	330866	0	0
d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:SM1A07	5.0000	0	5.0	330866	0	0
d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:ML602M-17		0	0	330866	0	0
d:Bacteria,p:Atribacteria,c:JS1,o:uncultured_organism	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Atribacteria,c:JS1,o:uncultured_candidate_division_JS1_bacterium		0	0	330866	0	0
d:Bacteria,p:Atribacteria,c:JS1,o:uncultured_bacterium	3.0000	0	3.0	330866	0	0
d:Bacteria,p:Atribacteria,c:JS1,o:metagenome		0	0	330866	0	0
d:Bacteria,p:Armatimonadetes,c:uncultured,o:uncultured_bacterium	3.0000	0	3.0	330866	0	0
d:Bacteria,p:Armatimonadetes,c:uncultured,o:hot_springs_metagenome		0	0	330866	0	0
d:Bacteria,p:Armatimonadetes,c:uncultured,o:Armatimonadetes_bacterium_GXS	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Armatimonadetes,c:Fimbriimonadia,o:Fimbriimonadales	3.0000	0	3.0	330866	0	0
d:Bacteria,p:Armatimonadetes,c:Chthonomonadetes,o:Chthonomonadales	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Armatimonadetes,c:Armatimonadia,o:Armatimonadales	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Aquificae,c:Aquificae,o:Hydrogenothermales		0	0	330866	0	0
d:Bacteria,p:AncK6,c:uncultured_delta_proteobacterium,o:uncultured_delta_proteobacterium	22.0000	0	22.0	330866	0	0
d:Bacteria,p:AncK6,c:hydrothermal_vent_metagenome,o:hydrothermal_vent_metagenome	6.0000	0	6.0	330866	0	0
d:Bacteria,p:Aegiribacteria,c:uncultured_organism,o:uncultured_organism	2.0000	0	2.0	330866	0	0
d:Bacteria,p:Aegiribacteria,c:uncultured_bacterium,o:uncultured_bacterium	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Actinobacteria,c:WCHB1-81,o:uncultured_actinobacterium		0	0	330866	0	0
d:Bacteria,p:Actinobacteria,c:RBG-16-55-12,o:uncultured_bacterium		0	0	330866	0	0
d:Bacteria,p:Actinobacteria,c:Nitriliruptoria,o:Euzebyales	3.0000	0	3.0	330866	0	0
d:Bacteria,p:Actinobacteria,c:MB-A2-108,o:uncultured_bacterium	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Actinobacteria,c:KIST-JJY010,o:uncultured_bacterium	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Actinobacteria,c:Coriobacteriia,o:OPB41		0	0	330866	0	0
d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Streptosporangiales	57.0000	0	57.0	330866	0	0
d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:PeM15	137.0000	0	137.0	330866	0	0
d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micromonosporales	35.0000	0	35.0	330866	0	0
d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Kineosporiales	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Bifidobacteriales	4.0000	0	4.0	330866	0	0
d:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:uncultured	71.0000	0	71.0	330866	0	0
d:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:IMCC26256	14.0000	0	14.0	330866	0	0
d:Bacteria,p:Actinobacteria,c:0319-7L14,o:uncultured_Actinomycetales_bacterium	2.0000	0	2.0	330866	0	0
d:Bacteria,p:Actinobacteria,c:0319-7L14,o:uncultured_actinobacterium	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Thermoanaerobaculia,o:Thermoanaerobaculales	28.0000	0	28.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_9,o:uncultured_bacterium	15.0000	0	15.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_9,o:uncultured_Acidobacterium_sp.	3.0000	0	3.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_6,o:unidentified	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_6,o:uncultured_soil_bacterium	2.0000	0	2.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_6,o:uncultured_marine_microorganism	12.0000	0	12.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_6,o:uncultured_marine_bacterium	4.0000	0	4.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_6,o:uncultured_Holophaga_sp.	15.0000	0	15.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_6,o:uncultured_bacterium_KM3-47-B8	13.0000	0	13.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_6,o:uncultured_bacterium_KM3-205-D9	39.0000	0	39.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_6,o:uncultured_bacterium_KM3-187-G1	5.0000	0	5.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_6,o:uncultured_bacterium_KM3-173-A5	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_6,o:uncultured_bacterium_AD248-D7-1A	22.0000	0	22.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_6,o:uncultured_bacterium_AD106-G4	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_6,o:uncultured_Acidobacteriales_bacterium	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_6,o:uncultured_Acidobacteriaceae_bacterium	6.0000	0	6.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_6,o:uncultured_Acidipila_sp.		0	0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_6,o:metagenome	4.0000	0	4.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_26,o:uncultured_bacterium_AD257-B4	7.0000	0	7.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_26,o:uncultured_Acidobacterium_sp.	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_22,o:uncultured_proteobacterium		0	0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_22,o:uncultured_organism	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_22,o:uncultured_Holophaga_sp.	3.0000	0	3.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_22,o:uncultured_bacterium	4.0000	0	4.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_22,o:uncultured_Acidobacteria_bacterium	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_21,o:uncultured_hydrocarbon_seep_bacterium_BPC102	2.0000	0	2.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_21,o:uncultured_deep-sea_bacterium		0	0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_21,o:uncultured_bacterium	58.0000	0	58.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_21,o:uncultured_Acidobacteria_bacterium	7.0000	0	7.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_18,o:uncultured_bacterium		0	0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_17,o:uncultured_soil_bacterium		0	0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_17,o:uncultured_Geoalkalibacter_sp.		0	0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_15,o:uncultured_bacterium		0	0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_11,o:uncultured_bacterium_KM3-18-F8	12.0000	0	12.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_11,o:uncultured_bacterium	30.0000	0	30.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_11,o:uncultured_Acidobacterium_sp.		0	0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_11,o:uncultured_Acidobacteria_bacterium	6.0000	0	6.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Holophagae,o:Subgroup_7	4.0000	0	4.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:d142,o:uncultured_bacterium		0	0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Blastocatellia_(Subgroup_4),o:Elev-16S-573		0	0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Blastocatellia_(Subgroup_4),o:DS-100		0	0	330866	0	0
d:Bacteria,p:Acidobacteria,c:AT-s3-28,o:uncultured_bacterium	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Aminicenantia,o:Aminicenantales	41.0000	0	41.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Acidobacteriia,o:Subgroup_2	2.0000	0	2.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Acidobacteriia,o:Subgroup_13	4.0000	0	4.0	330866	0	0
d:Bacteria,p:Acidobacteria,c:Acidobacteriia,o:Solibacterales	55.0000	0	55.0	330866	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:uncultured_euryarchaeote	2.0000	0	2.0	330866	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:uncultured_bacterium		0	0	330866	0	0
d:Archaea,p:Euryarchaeota,c:Thermoplasmata,o:Marine_Benthic_Group_D_and_DHVEG-1		0	0	330866	0	0
d:Archaea,p:Euryarchaeota,c:Methanomicrobia,o:Methanomicrobiales		0	0	330866	0	0
d:Archaea,p:Euryarchaeota,c:Methanomicrobia,o:ANME-1	1.0000	0	1.0	330866	0	0
d:Archaea,p:Diapherotrites,c:Iainarchaeia,o:uncultured_archaeon		0	0	330866	0	0
